RuleID,RuleName,LostType,SeverityLevel,ApplicableFormationType,FormationProperties,GeologicalFeatures,MechanismShort,MechanismDetail,ConditionsText,ConditionsStructured,TimePattern,IdentificationFeatures,TypicalCurve,KeyParameters,MeasurementMethods,RiskLevel,TypicalLossRate,LossBehavior,Source
MR_024,裂缝宽度阈值控制的三段式漏失行为,裂缝性漏失,轻度–重度（随宽度而变）,"[""裂缝性储层""]","{""fracture_aperture"":""变量""}","[""裂缝宽度差异明显"", ""可被颗粒部分桥接""]",裂缝宽度阈值控制的三,"概述：裂缝宽度存在三类典型区间：不漏失区、有限漏失区和重度漏失区。
裂缝宽度小于第一阈值wc1时，钻井液中固相颗粒可完全桥接裂缝通道，不发生明显漏失；裂缝宽度位于wc1和wc2之间时，泥浆可发生有限漏失，适当粒径级配与堵漏材料可将漏失控制在可接受范围；当宽度大于第二阈值wc2时，裂缝导流能力极强，通常表现为重度漏失甚至失返。",裂缝宽度w是控制漏失强度的重要几何参数。,"[{""param"": ""w"", ""op"": ""<"", ""value"": ""wc1""}, {""param"": ""w"", ""op"": ""between"", ""low"": ""wc1"", ""high"": ""wc2""}, {""param"": ""w"", ""op"": "">"", ""value"": ""wc2""}]",三段式漏失模式，宽度越大漏失越剧烈,"[""窄裂缝：基本无漏"", ""中等宽度：有限但"", ""大宽度：迅速重度""]",随裂缝宽度变化的多级,"[""w"", ""particle_siz"", ""solids_conte"", ""Pw""]","[""钻井液颗粒谱分析"", ""井壁成像估算裂缝""]",可变（窄裂缝低、宽裂缝高）,从几乎零到接近泵入排量，随裂缝宽度区间而变,通过优化颗粒级配可将状态从重度漏失转变为有限漏失甚至不漏失。,《井漏机理和对策》
MR_025,泥饼对裂缝再开启压力的提升作用,裂缝性漏失,中度,"[""裂缝性地层"", ""滤失控制依赖明显""]","{""filter_cake_strength"":""高可提高FRP""}","[""裂缝面覆盖泥饼""]",泥饼对裂缝再开启压力,"概述：致密泥饼沉积可提高裂缝面承压能力，从而提升裂缝再开启压力FRP。
在钻进过程中，泥饼会在井壁和裂缝面逐渐沉积形成低渗透屏障。当泥饼致密且强度较高时，可显著提高裂缝面承压能力，使裂缝再次张开的压力FRP增大，从而减小裂缝重张和漏失的敏感性。泥饼质量越高，提升FRP的效果越好。",具有一定厚度和强度的泥饼覆盖裂缝表面。,"[{""param"": ""filter_cake_"", ""op"": "">"", ""value"": ""下限""}, {""param"": ""filter_loss"", ""op"": ""<"", ""value"": ""上限""}]",FRP逐步提升，漏失敏感性随时间降低,"[""随着钻进和循环，"", ""试压时需更高压力""]",FRP提升导致漏失曲,"[""filter_cake_"", ""filter_cake_"", ""filter_loss"", ""Pw""]","[""滤失试验"", ""泥饼质量评价"", ""压裂/试压记录""]",中,低于无泥饼覆盖条件下的漏失水平,通过改善造壁性和泥饼质量，可显著降低裂缝再次开启和漏失风险。,《井漏机理和对策》
MR_026,诱导裂缝起裂压力 FIP 控制机理,诱导裂缝漏失,重度,"[""弱胶结砂岩"", ""低抗拉强度地层"", ""薄弱盖层""]","{""tensile_strength"":""低"",""sigma_h"":""小"",""stress_state"":""接近破裂""}","[""原无明显裂缝"", ""井壁拉伸破坏""]",诱导裂缝起裂压力FI,"概述：当井底压力超过诱导裂缝起裂压力FIP时，井壁发生拉伸破坏形成新裂缝并产生严重漏失。
FIP由最小水平应力σh、孔隙压力Pp和岩石抗拉强度T0共同控制。当Pw超过FIP时，井壁沿最不利方向发生拉伸破坏，形成新的诱导裂缝，裂缝立即成为高导流通道引发严重漏失。诱导裂缝漏失通常发展迅速，是井漏中最危险的类型之一。",Pw > FIP 时发生诱导裂缝起裂并开始快速漏失。,"[{""param"": ""Pw"", ""op"": "">"", ""value"": ""FIP""}]",瞬时突增，随后可能持续加重,"[""泵压突然下降"", ""回液迅速减少或消"", ""多出现在高压高密""]",典型突发型漏失曲线,"[""sigma_h"", ""Pp"", ""T0"", ""Pw"", ""mud_density""]","[""地应力分析"", ""岩石力学参数测试"", ""试压-漏失响应回""]",极高,通常>200 bbl/h，可迅速接近泵入排量,需要立即降低ECD、停泵或实施强堵漏及结构调整。,《井漏机理和对策》
MR_027,裂缝扩展压力 FPP 控制的裂缝传播机理,裂缝性漏失,重度,"[""裂缝性储层"", ""应力低区"", ""诱导裂缝已起裂井""]","{""fracture_propagation_resistance"":""低"",""rock_toughness"":""有限""}","[""可扩展裂缝"", ""尖端应力集中""]",裂缝扩展压力FPP控,"概述：当井底压力超过裂缝扩展压力FPP时，裂缝继续向前传播，导流能力显著增强。
FPP是裂缝在起裂后进一步向地层内部传播所需的阈值压力。当Pw超过FPP时，裂缝尖端发生张裂并向外扩展，裂缝长度和宽度增加，形成更强的导流通道，导致漏失持续加剧。FPP通常高于FRP，但在高压差条件下仍可能被轻易超过。",Pw > FPP 时裂缝发生明显扩展，漏失进入加速阶段。,"[{""param"": ""Pw"", ""op"": "">"", ""value"": ""FPP""}]",持续增强或加速型,"[""漏速在初次漏失后"", ""泥浆池液面下降速"", ""堵漏后仍易复漏""]",加速型漏失曲线,"[""sigma_h"", ""T0"", ""fracture_tou"", ""Pw"", ""Pp""]","[""泵压下降率分析"", ""模拟计算结合应力""]",高,随裂缝扩展逐步加快，常为重度漏失水平,裂缝延伸后堵漏难度大幅提高，需要系统性堵漏与压力控制策略。,《井漏机理和对策》
MR_028,井壁附近应力集中与重分布对裂缝重张行为的影响,裂缝性漏失,中度,"[""高地应力区"", ""井径变化敏感井段""]","{""near_wellbore_stress"":""重新分布"",""sigma_h_reduction"":""明显""}","[""井壁应力扰动区""]",井壁附近应力集中与重,"概述：井壁附近应力重分布使局部最小水平应力降低，裂缝更易在井壁附近重张。
钻井造成井壁周围应力重新分布，局部最小水平应力常低于远场值，使得裂缝在井壁附近更易重新张开。即便整体地层仍处于稳定状态，井壁附近的弱区也会率先出现重张和漏失，表现为靠近井壁的局部裂缝漏失。",近井壁σh明显小于远场σh，Pw接近或超过局部FRP。,"[{""param"": ""sigma_h_near"", ""op"": ""<"", ""value"": ""sigma_h_""}, {""param"": ""Pw"", ""op"": "">"", ""value"": ""local_FR""}]",井壁优先重张型，初期局部漏失明显,"[""漏失多从井径扩大"", ""井壁成像可见局部""]",局部弱应力触发型漏失,"[""sigma_h_near"", ""sigma_h_farf"", ""Pw"", ""井径""]","[""井壁成像测井"", ""地应力模型分析"", ""循环压力监测""]",中,中等，主要集中于局部井段,通过井壁稳定措施和局部堵漏可有效控制此类漏失。,《井漏机理和对策》
MR_029,裂缝含液/含气状态对漏失响应的综合影响,裂缝性漏失,中度–重度,"[""裂缝性油气藏"", ""含气裂缝带""]","{""fracture_initial_fluid"":""gas/liquid"",""fluid_compressibility"":""高""}","[""含气裂缝"", ""气-液界面裂缝""]",裂缝含液/含气状态对,"概述：裂缝内初始气体或低压流体状态会导致漏失呈现延迟、突增或强敏感特征。
若裂缝内主要充满气体，则钻井液首先需要压缩裂缝内气体，导致漏失出现明显延迟；当气体被压缩至新的平衡状态后，裂缝开始大量导流，漏失突然加剧。若裂缝中为高压流体，则需更高的Pw才能启动漏失，表现为高阈值型。裂缝内流体性质与可压缩性是决定漏失响应模式的重要因素。",裂缝初始流体为气体或低压液体时易出现延迟–突增型漏失。,"[{""param"": ""fracture_ini"", ""op"": ""="", ""value"": ""gas""}, {""param"": ""fluid_compre"", ""op"": "">"", ""value"": ""下限""}]",延迟–突增或高阈值型,"[""起初几乎无漏失"", ""一段时间后漏失突"", ""泵压先缓慢变化后""]",延迟触发型漏失曲线,"[""fracture_int"", ""initial_flui"", ""compressibil"", ""Pw""]","[""泵压瞬态分析"", ""气测与气侵迹象综""]",中–高,后期可达到中到重度漏失水平,需警惕将延迟阶段误判为安全状态，防止操作加剧漏失。,《井漏机理和对策》
MR_030,泥浆滤失与地层渗透性对裂缝重张速度的影响,裂缝性漏失,中度,"[""渗透性较高的裂缝"", ""裂缝-孔隙复合储""]","{""permeability"":""高"",""filter_loss"":""高""}","[""裂缝-孔隙连通系""]",泥浆滤失与地层渗透性,"概述：泥浆滤失越大、地层渗透性越高，裂缝内压力越易降低，从而加速裂缝重张过程。
在高渗透性地层中，泥浆滤失增强会使裂缝内压力快速向地层内部泄散，裂缝面承受的有效支撑压力降低。此时井底压力更容易超过局部FRP，使裂缝在较短时间内完成重张和扩展。高滤失–高渗透环境下裂缝重张过程明显加快，漏失更易恶化。",地层渗透性高且泥浆滤失量大时，裂缝重张更敏感。,"[{""param"": ""filter_loss"", ""op"": "">"", ""value"": ""高""}, {""param"": ""permeability"", ""op"": "">"", ""value"": ""中等""}]",逐级加速型,"[""漏失随着时间和循"", ""泥浆池下降速度不""]",加速发展型漏失曲线,"[""filter_loss"", ""permeability"", ""Pw"", ""Pp"", ""time""]","[""API/HPHT"", ""现场滤失趋势监测"", ""流量与体积平衡分""]",中,随滤失和渗透性增加而增强,通过降低滤失和控制压差可显著延缓裂缝重张进程。,《井漏机理和对策》
MR_031,钻井液体系（WBM/OBM/SBM）对裂缝漏失导流的差异影响,裂缝性漏失,中度–重度,"[""裂缝性储层"", ""高滤失地层"", ""油基钻井液使用场""]","{""fracture_surface"":""多样"",""wetting_state"":""水湿/油湿""}","[""油湿裂缝"", ""粗糙裂缝表面""]",钻井液体系（WBM/,"概述：不同钻井液体系因润湿性、滤失性和流变差异，使裂缝漏失导流能力存在显著差异。
水基、油基和合成基钻井液分别具有不同的润湿性、滤失性与流变特征，从而对裂缝导流能力造成显著差异。OBM/SBM因润湿性改变使裂缝界面黏附力降低，更易沿裂缝导流；WBM因滤失较高使裂缝内压力更易下降，从而加速裂缝重张和扩展；高PV/YP的WBM在窄裂缝中具有更强的阻流作用。合理选择钻井液体系是控制裂缝漏失的重要手段。",钻井液体系差异导致裂缝导流能力不同。,"[{""param"": ""mud_system"", ""op"": ""in"", ""value"": ""['WBM','""}]",体系依赖型变化,"[""OBM漏失更突然"", ""WBM漏失随滤失""]",多体系差异型漏失曲线,"[""mud_system"", ""wetting_stat"", ""filter_loss"", ""tau_y"", ""PV"", ""YP""]","[""流变测试"", ""滤失试验"", ""钻井液返出液性质""]",中–高,不同体系差异显著，OBM条件下往往更高,优化钻井液体系和润湿性控制可显著改善裂缝漏失风险。,《井漏机理和对策》
MR_032,裂缝粗糙度与摩阻对漏失稳定性的控制作用,裂缝性漏失,中度,"[""粗糙裂缝发育区"", ""岩性硬脆地层""]","{""fracture_roughness"":""高/低"",""friction_factor"":""显著影响""}","[""锯齿状裂缝"", ""粗糙裂缝壁""]",裂缝粗糙度与摩阻对漏,"概述：裂缝粗糙度越高，摩阻越大，漏失越可能受限、稳定。
裂缝壁的粗糙程度决定裂缝内流体的摩阻水平。粗糙裂缝导致摩阻显著增加，使裂缝导流能力降低，漏失更可能表现为有限或趋稳；而平滑裂缝壁则导流能力强，更易形成持续高漏失甚至失返。因而裂缝粗糙度是评价井漏风险时应考虑的重要几何参数。",裂缝粗糙度高时漏失受摩阻限制并趋于稳定。,"[{""param"": ""fracture_rou"", ""op"": "">"", ""value"": ""阈值""}]",趋稳型或低速型,"[""漏失随时间逐渐趋"", ""泵压波动较小"", ""堵漏材料易挂壁""]",粗糙度控制型漏失曲线,"[""fracture_rou"", ""pressure_gra"", ""fluid_viscos""]","[""井壁成像测井"", ""声波成像测井"", ""岩芯裂缝面观察""]",中,中等或有限水平,粗糙裂缝通常较易封堵，堵漏成功率相对较高。,《井漏机理和对策》
MR_033,孔隙-裂缝复合系统导致的混合型漏失机理,复合漏失（渗透性+裂缝性）,中–重度,"[""碎屑岩储层"", ""裂缝-孔隙混合储""]","{""permeability"":""中等"",""fracture_conductivity"":""中等""}","[""裂缝-孔隙互通系"", ""破碎带""]",孔隙-裂缝复合系统导,"概述：裂缝与孔隙系统同时参与导流，使漏失呈现混合型特征。
在裂缝-孔隙复合储层中，钻井液首先沿裂缝快速进入地层，表现出裂缝性漏失突增特征；随后滤失液在孔隙系统中扩散和滞留，形成较为稳定的渗透性漏失背景。最终漏失曲线同时具有突增和缓慢稳定两个阶段，是混合型井漏的重要表现形式。",裂缝与孔隙互通且渗透率中等及以上时易产生混合型漏失。,"[{""param"": ""fracture_con"", ""op"": "">"", ""value"": ""低""}, {""param"": ""permeability"", ""op"": "">"", ""value"": ""低""}]",突增后趋稳型,"[""漏速先明显增加，"", ""泵压下降后部分恢""]",混合型漏失曲线（裂缝,"[""fracture_len"", ""permeability"", ""filter_loss"", ""Pw"", ""Pp""]","[""流量差分析"", ""返速趋势监测"", ""多相渗流模拟对比""]",中–高,中等偏高水平，且持续时间长,需采用裂缝堵漏+滤失控制的综合治理策略。,《井漏机理和对策》
MR_034,漏失与井底压力波动耦合导致的不稳定漏失,裂缝性漏失,中–重度,"[""弱应力区"", ""循环压力不稳定井""]","{""pressure_sensitivity"":""高"",""stress_margin_to_FRP"":""小""}","[""井底压力敏感区"", ""临界应力状态地层""]",漏失与井底压力波动耦,"概述：井底压力波动周期性触发裂缝重张与闭合，使漏失表现为不稳定波动。
当井底压力随起下钻、泵速变化、ECD波动而接近裂缝重张压力FRP时，裂缝可能反复被开启与闭合。每次压力超过FRP都会触发新的漏失事件，而稍微降低又可能暂时减弱漏失，使漏失量随操作呈周期性或随机波动。这类漏失与施工参数强耦合。",Pw 周期性或随机波动并多次接近或超过FRP。,"[{""param"": ""Pw"", ""op"": ""~"", ""value"": ""FRP""}, {""param"": ""ECD_fluctuat"", ""op"": "">"", ""value"": ""阈值""}]",周期波动型或随机波动型,"[""漏速随操作变化明"", ""泵压呈周期性起伏"", ""不同工况下漏失响""]",波动型漏失曲线,"[""Pw"", ""FRP"", ""ECD"", ""pump_rate"", ""tripping_spe""]","[""泵压-ECD联动"", ""操作记录与漏失量""]",中–高,随压力波动变化，在一定区间内频繁起伏,需保持稳定ECD和温和的操作参数以弱化不稳定漏失。,《井漏机理和对策》
MR_035,自增强漏失（Self-enhanced Loss）机理,裂缝性漏失,极重度,"[""裂缝性地层"", ""高压差井段"", ""高滤失泥浆""]","{""fracture_growth"":""强"",""filter_loss"":""高"",""rock_toughness"":""有限""}","[""持续扩展裂缝"", ""破碎裂缝带""]",自增强漏失（Self,"概述：裂缝扩展与漏失互相强化，形成正反馈，自增强漏失迅速发展为失返。
在高压差和高滤失环境下，钻井液进入裂缝促使裂缝扩展；裂缝扩展又增大导流能力，使更多钻井液泄入地层，从而进一步降低井底压力支撑并加剧裂缝扩展，形成漏失–扩展–再漏失的正反馈过程。该自增强机制可在短时间内将中等漏失演变为极重度失返。",Pw−Pp差值较大、泥浆滤失高且地层抗裂韧性有限时易形成自增强漏失。,"[{""param"": ""Pw_minus_Pp"", ""op"": "">"", ""value"": ""高""}, {""param"": ""filter_loss"", ""op"": "">"", ""value"": ""高""}]",指数增强或加速型,"[""漏速快速非线性上"", ""泵压持续下降"", ""回液极少或消失""]",指数型增强漏失曲线,"[""Pw"", ""Pp"", ""fracture_tou"", ""filter_loss"", ""time_under_h""]","[""泵压趋势分析"", ""滤失与压差联合诊"", ""必要时数值模拟""]",极高,可在短时间内接近泵入排量,需立即停泵、降压并实施大规模强堵漏，否则极易导致严重井控事故。,《井漏机理和对策》
